"key","chla_day"
1,74.23073919
2,109.311660275
3,28.1398325325
4,8.79548344875
5,4.95833952025
6,59.071696265
7,1.590153422
8,4.21551712
9,2.128613031
10,3.6948720175
11,1.8636399645
12,27.7733041775
13,1.1764819915
14,4.2127449245
15,4.17251527425
16,24.954603465
17,NA
18,5.028597351
19,5.39835468475
20,6.623016699
21,12.5500270733333
22,11.5860133
23,5.82815722225
24,1.610905511
25,3.60363370675
26,0.8735014935
27,1.11934483575
28,3.40394112
29,2.26799461325
30,1.34767556766667
31,3.36395692425
32,1.38023836425
33,6.11468284033333
34,2.64592245
35,6.83230039975
36,0.919581369
37,1.67773485033333
38,18.1096543625
39,0.92303086225
40,2.73540096
41,3.52561057775
42,4.18934664875
43,3.562050773
44,1.60182499575
45,1.00384981325
46,1.616946062
47,0.913312427
48,3.677411911
49,NA
50,3.98830537325
51,2.480004569
52,1.83953064575
53,0.203084326
54,2.43907514625
55,1.730377689
56,4.76426220475
57,2.3857420445
58,30.7462318925
59,1.71348462225
60,0.99509219575
61,3.20525588875
62,2.9301004445
63,2.2010287645
64,4.93540590225
65,2.70496193775
66,2.847604
67,1.16931523525
68,4.432323289
69,2.79779111125
70,2.05476394675
71,3.20325621325
72,0.5118008535
73,5.580366649
74,3.0252056535
75,3.802255218
76,1.707908729
77,3.596960486
78,7.22540219266667
79,4.28583007975
80,NA
81,4.2497442845
82,1.027019698
83,1.3496339555
84,2.5640209955
85,2.37281038225
86,0.876559834333333
87,2.791734809
88,1.555716243
89,3.2018701155
90,1.60721975125
91,3.826606436
92,10.87573362425
93,6.113315619
94,1.51039767125
95,NA
96,1.5729599595
97,13.5807103825
98,0.96961477325
99,0.90875248
100,NA
101,9.6443265765
102,3.69814037325
103,1.2012506135
104,NA
105,2.2668762845
106,1.43798193775
107,2.466287976
108,30.0497291366667
109,3.092562655
110,0.789477191
111,278.49140605
112,NA
113,3.79325345775
114,2.4240487465
115,0.170411271
116,1.546349582
117,6.264390151
118,4.76516789325
119,1.331168403
120,2.76017220733333
121,15.93926743475
122,3.2152664355
123,2.6375629335
124,2.3422768535
125,5.36293831125
126,13.2370341955
127,2.7184370135
128,53.7104225775
129,6.189895271
130,3.8088155555
131,1.9387727645
132,1.544955609
133,6.20561488
134,1.56084848
135,3.299824963
136,4.1474093155
137,1.95067272875
138,4.8265972265
139,3.8884846755
140,1.19661030475
141,4.89891057775
142,7.50491616
143,2.704182258
144,3.61250945775
145,1.58333319125
146,1.7623839465
147,1.8121102045
148,3.40163358225
149,1.5923192
150,14.272739025
151,7.68757392
152,6.71781738666667
153,3.8757474505
154,4.36064392
155,4.0398269765
156,3.1773062575
157,6.94064835575
158,0.9127453865
159,0.308679774666667
160,0.30071233775
161,1.769700338
162,11.72854080275
163,2.63262495975
164,90.07956775
165,5.9832551265
166,4.04885461325
167,2.79672397325
168,4.185689766
169,2.7834576
170,3.78775631975
171,0.907726032666667
172,4.6707728185
173,NA
174,6.12665456
175,1.31144538675
176,79.28107563
177,35.85591184
178,8.07279999425
179,4.457910409
180,2.814613298
181,3.93783290675
182,7.04521655225
183,5.1255690665
184,6.40979653325
185,8.7735551685
186,2.5806384175
187,1.31178403575
188,0.254485452
189,2.72888787575
190,1.73086597325
191,1.7071054225
192,1.67635137775
193,0.147335893
194,NA
195,1.758989582
196,3.2060835375
197,0.7413575465
198,0.501357866666667
199,1.874875757
200,5.190995754
201,0.23178547525
202,2.543969831
203,3.4267408535
204,5.26171117033333
205,3.92565729775
206,3.40772138633333
207,5.30372153175
208,1.0434874845
209,11.88014167075
210,1.9890936265
211,3.25367202
212,2.41882384925
213,2.7195159645
214,1.661382552
215,4.187196622
216,2.9405355555
217,4.34696014233333
218,2.00473841775
219,2.49974858675
220,7.86060414125
221,1.14989411575
222,7.954815147
223,2.98741324325
224,2.64840268966667
225,1.052093498
226,6.2652752255
227,10.24191585675
228,3.6457049245
229,2.810408876
230,5.38055680425
231,2.10312773325
232,1.061320367
233,3.50844974225
234,1.4976550225
235,3.79278419125
236,2.88202017775
237,2.0118500445
238,2.12415546675
239,1.648895222
240,2.277079067
241,4.85187776
242,0.93982942225
243,7.37682812425
244,12.65719025
245,2.216769375
246,21.200479665
247,1.57837946675
248,3.93021724475
249,4.3534594445
250,1.74757002675
251,1.1783327465
252,3.50298410675
253,16.63617917
254,1.6987179555
255,2.96096277775
256,0.8775731555
257,9.7520795985
258,4.66939864475
259,39.3078165925
260,5.96997019475
261,1.56461693325
262,1.52691271125
263,1.38689320875
264,1.0074312225
265,0.2988930845
266,0.9919577245
267,2.73297528875
268,1.53815900425
269,1.6751700445
270,13.4700014466667
271,2.3002627335
272,2.29303888
273,9.50387589
274,3.69691178675
275,1.18933686675
276,4.46788929775
277,5.9444102665
278,5.571963431
279,42.4177612575
280,3.8726233065
281,1.701458649
282,3.19790871125
283,1.376981822
284,3.47330113775
285,2.332788778
286,1.78559517775
287,1.92443137775
288,6.15613801466667
289,2.1571934225
290,15.28556077175
291,1.06069951125
292,2.587366111
293,1.0331993835
294,3.6062858
295,2.069330349
296,0.388154631
297,1.800409379
298,8.2742918335
299,0.39544148875
300,3.771226654
301,21.34244053
302,0.58940657775
303,0.23836944
304,2.65609411575
305,4.30502018366667
306,0.3453726445
307,0.227785558333333
308,1.81501103366667
309,1.9270401555
310,5.713745089
311,2.72691111125
312,0.7421923555
313,9.268363308
314,1.4413920535
315,1.1314515335
316,16.8864301995
317,1.96952251325
318,0.691008561
319,4.0806403555
320,1.0011105095
321,0.61459851125
322,3.2391822475
323,1.604057153
324,0.94580696875
325,0.443305178
326,58.5521785
327,1.140843155
328,0.620320758333333
329,0.875494009
330,1.3171177555
331,6.304514674
332,5.69667285325
333,1.5786168585
334,1.865488095
335,5.20673454225
336,1.32152084733333
337,3.55848314675
338,1.59669800875
339,2.51120752
340,0.5259886665
341,3.5903213925
342,0.4597513065
343,3.259668818
344,0.75932168875
345,0.717728911
346,33.4779327325
347,0.9918868445
348,4.32316021325
349,3.2566406665
350,2.0834880665
351,0.823468089
352,2.807659182
353,0.652558689
354,2.36387162675
355,34.074063645
356,0.973251311
357,0.506457289
358,0.072140089
359,2.6170527365
360,9.24156279175
361,0.53083213325
362,9.3406897825
363,0.77564771575
364,0.72166668875
365,18.98860433275
366,1.46190015433333
367,11.97072106
368,3.15766462225
369,0.9101582665
370,1.17975034675
371,2.75313671066667
372,1.295644397
373,0.39809948875
374,56.51045035
375,21.40852832
376,4.214114146
377,1.90958595575
378,2.40835613975
379,7.0673922965
380,117.65939861
381,1.091607129
382,1.14908293325
383,0.4937776445
384,16.04175849
385,4.78964512
386,10.297777171
387,10.35342284925
388,1.3138494
389,8.74350062966667
390,0.7695677865
391,0.86174328925
392,2.46481262225
393,0.759424071
394,1.8410449955
395,13.1055875543333
396,4.48270321775
397,2.63546016
398,2.5418749335
399,1.37582017775
400,1.690488
401,9.1004407115
402,0.4944470665
403,1.689863206
404,27.974338435
405,57.5115701325
406,0.187763089
407,1.56545568
408,33.905959915
409,15.38211508
410,1.058789689
411,28.56869591
412,14.236727937
413,0.4554827555
414,9.3601290635
415,4.67793823975
416,0.6164689555
417,32.1010693433333
418,2.00795164425
419,2.1073569065
420,9.440263058
421,0.95755926675
422,5.86819676525
423,1.1276122
424,1.81174202225
425,2.18451597475
426,2.717027289
427,1.23106746675
428,8.782983209
429,1.74859975575
430,12.89293381325
431,10.58517982275
432,1.09839388875
433,5.24476560025
434,1.663396089
435,10.17140601175
436,1.0688704
437,1.7667824445
438,10.742530796
439,64.1204106666667
440,2.55603518225
441,5.28768737775
442,16.526331575
443,12.5285125325
444,4.71036977775
445,34.910071595
446,1.1352770845
447,162.1632018
448,7.9562504665
449,1.0715579335
450,NA
451,1.7781541045
452,21.4365691715
453,408.414104025
454,1.2267628385
455,1.405392889
456,13.3147578
457,6.320196338
458,14.21227481
459,4.32910625775
460,60.632047865
461,3.4836023645
462,17.8946378196667
463,4.1832037155
464,1.37809621325
465,33.5681035
466,21.0667958846
467,2.7415391125
468,NA
469,17.626441317
470,3.106371129
471,22.1549137825
472,40.0376583253333
473,3.38922958225
474,8.195686389
475,11.1238442
476,25.335246205
477,11.488947075
478,1.5671568
479,2.5358658845
480,44.993443335
481,1.353827689
482,4.47957662225
483,20.0597586425
484,6.79598227675
485,5.0015290665
486,NA
487,1.166261489
488,14.29220102375
489,0.929735585
490,11.824674132
491,9.65155684575
492,3.284768213
493,45.44396024
494,4.59012973325
495,2.197618991
496,76.380235495
497,2.49839202225
498,5.28935702875
499,9.6210081765
500,8.15510198
501,11.639519825
502,0.56453582225
503,3.542527271
504,3.0081512765
505,0.939671911
506,1.5438723995
507,11.48981974825
508,4.54298468875
509,10.5954672665
510,6.9692661555
511,11.13869355675
512,1.443925357
513,49.3254707575
514,2.58160452725
515,6.2080521545
516,2.41654531125
517,6.4474515335
518,38.0823473325
519,4.46644413325
520,2.696036433
521,NA
522,11.1342504326667
523,1.398882349
524,66.38689711
525,3.31280322225
526,7.66922118725
527,20.2857181775
528,51.8183302025
529,109.50892455
530,7.291730778
531,2.646529468
532,1.44062615575
533,12.23555171
534,1.62065151125
535,17.013690645
536,2.934323711
537,45.272532665
538,168.04305219
539,4.698316073
540,3.0257884445
541,5.69234129825
542,25.8196721075
543,2.9675959645
544,15.690628225
545,4.4702145555
546,1.645745
547,7.913594489
548,5.8395603705
549,4.90795762225
550,2.7940952255
551,1.451594955
552,5.23852422225
553,0.9601877335
554,6.80338726675
555,0.79774455525
556,4.92619937766667
557,29.95081455
558,2.319065622
559,2.398666796
560,1.7321193115
561,36.7426291925
562,1.182298089
563,10.3402642875
564,3.0366330845
565,5.615271111
566,NA
567,2.50125675525
568,1.66315982225
569,4.02100664875
570,13.613840171
571,4.687262898
572,3.544551289
573,1.08556657775
574,4.1305101235
575,8.51247142225
576,1.17806497775
577,5.858566487
578,4.29043531125
579,2.6738594
580,0.08170101325
581,NA
582,1.47304391125
583,8.813425088
584,160.647511725
585,23.6222038525
586,1.54378698933333
587,52.919905815
588,1.103109378
589,0.679276511
590,0.629276578
591,2.4739141395
592,3.7005562
593,0.3447087705
594,13.49108918475
595,1.2601873335
596,1.30333553325
597,140.78009815
598,3.04728346075
599,1.00897680025
600,22.17498192
601,7.2393320815
602,3.00420687166667
603,2.10007989333333
604,2.8273244445
605,2.626970311
606,2.39101866675
607,2.351528016
608,5.45758498766667
609,11.5913214225
610,2.62801382225
611,0.467748933
612,0.42083031125
613,1.0811956445
614,0.800924311
615,18.46603724
616,6.69673255525
617,3.50421860025
618,2.1770792
619,0.7611035335
620,3.40390699233333
621,7.6821975405
622,3.0660916
623,1.31289448875
624,0.4234390885
625,2.01926291125
626,0.98029993325
627,3.8137082445
628,1.4803878665
629,4.7306099555
630,2.93121614825
631,2.54065422225
632,0.72588995575
633,0.5847993775
634,1.9647148445
635,2.07335813333333
636,0.53715226625
637,10.0166237785
638,0.855665985
639,4.65124685725
640,2.89457606375
641,1.49346128875
642,0.676930252
643,1.089386222
644,1.92517955575
645,2.82543431125
646,1.936461289
647,0.79577566675
648,0.705439763
649,189.492363966667
650,1.583882511
651,1.38425686675
652,2.8146448
653,2.21378913325
654,1.3834299335
655,3.195644489
656,1.4218921775
657,2.580918
658,2.3205816665
659,1.73685533325
660,11.14427459925
661,2.49039833325
662,4.62668215575
663,5.66244568875
664,2.72440077775
